accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
KX912747	KX912747.1	GenBank		MY-U3500/14	Asia		2014-02-12	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KY674944	KY674944.1	GenBank	SRR5871919	KY674944	North America		2012-XX-XX	2017-03-29	2023-12-22	15608	Homo sapiens			SAMN07309884	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674945	KY674945.1	GenBank	SRR5872017	KY674945	North America		2010-XX-XX	2017-03-29	2023-12-22	15607	Homo sapiens			SAMN07309883	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674946	KY674946.1	GenBank	SRR5872009	KY674946	North America		2009-XX-XX	2017-03-29	2023-12-22	15644	Homo sapiens			SAMN07309882	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674947	KY674947.1	GenBank	SRR5872013	KY674947	North America		2009-XX-XX	2017-03-29	2023-12-22	15465	Homo sapiens			SAMN07309881	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674948	KY674948.1	GenBank	SRR5872067	KY674948	North America		2009-XX-XX	2017-03-29	2023-12-22	15643	Homo sapiens			SAMN07309880	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674949	KY674949.1	GenBank	SRR5872057	KY674949	North America		2010-XX-XX	2017-03-29	2023-12-22	15631	Homo sapiens			SAMN07309879	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674950	KY674950.1	GenBank	SRR5872069	KY674950	North America		2010-XX-XX	2017-03-29	2023-12-22	15581	Homo sapiens			SAMN07309878	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674951	KY674951.1	GenBank	SRR5872068	KY674951	North America		2010-XX-XX	2017-03-29	2023-12-22	15557	Homo sapiens			SAMN07309877	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674952	KY674952.1	GenBank	SRR5872071	KY674952	North America		2010-XX-XX	2017-03-29	2023-12-22	15600	Homo sapiens			SAMN07309876	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674954	KY674954.1	GenBank	SRR5872073	KY674954	North America		2010-XX-XX	2017-03-29	2023-12-22	15386	Homo sapiens			SAMN07309874	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674955	KY674955.2	GenBank	SRR5872072	KY674955	North America		2010-XX-XX	2017-03-29	2023-12-22	15498	Homo sapiens			SAMN07309873	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674956	KY674956.1	GenBank	SRR5872075	KY674956	North America		2010-XX-XX	2017-03-29	2023-12-22	15596	Homo sapiens			SAMN07309872	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674957	KY674957.1	GenBank	SRR5872074	KY674957	North America		2010-XX-XX	2017-03-29	2023-12-22	15605	Homo sapiens			SAMN07309871	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674958	KY674958.1	GenBank	SRR5871882	KY674958	North America		2010-XX-XX	2017-03-29	2023-12-22	15498	Homo sapiens			SAMN07309870	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674960	KY674960.1	GenBank	SRR5872118	KY674960	North America		2011-XX-XX	2017-03-29	2023-12-22	15455	Homo sapiens			SAMN07309868	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674961	KY674961.1	GenBank	SRR5872119	KY674961	North America		2012-XX-XX	2017-03-29	2023-12-22	15572	Homo sapiens			SAMN07309867	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674962	KY674962.1	GenBank	SRR5871901	KY674962	North America		2012-XX-XX	2017-03-29	2023-12-22	15595	Homo sapiens			SAMN07309866	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674965	KY674965.1	GenBank	SRR5871902	KY674965	North America		2012-XX-XX	2017-03-29	2023-12-22	15644	Homo sapiens			SAMN07309865	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674968	KY674968.1	GenBank	SRR5871905	KY674968	North America		2012-XX-XX	2017-03-29	2023-12-22	15635	Homo sapiens			SAMN07309862	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674969	KY674969.1	GenBank	SRR5871906	KY674969	North America		2013-XX-XX	2017-03-29	2023-12-22	15589	Homo sapiens			SAMN07309861	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674970	KY674970.1	GenBank	SRR5871864	KY674970	North America		2013-XX-XX	2017-03-29	2023-12-22	15551	Homo sapiens			SAMN07309860	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674971	KY674971.1	GenBank	SRR5871863	KY674971	North America		2014-XX-XX	2017-03-29	2023-12-22	15537	Homo sapiens			SAMN07309859	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY674972	KY674972.1	GenBank	SRR5871949	KY674972	North America		2014-XX-XX	2017-03-29	2023-12-22	15590	Homo sapiens			SAMN07309858	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY967352	KY967352.1	GenBank	SRR24099551	KY967352	North America		2015-XX-XX	2017-05-30	2023-04-11	15537	Homo sapiens			SAMN34104417	Greninger,A.L.,Makhsous,N.,Kuypers,J.M.,Shean,R.C.,Jerome,K.R.	UW, Lab Medicine	USA	USA		Greninger et al.
KY986644	KY986644.1	GenBank	SRR24099555	KY986644	North America		2015-XX-XX	2017-06-18	2023-04-11	15644	Homo sapiens			SAMN34104413	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY986645	KY986645.1	GenBank	SRR5871988	KY986645	North America		2015-XX-XX	2017-06-18	2022-05-06	15654	Homo sapiens			SAMN07309623	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
KY986646	KY986646.1	GenBank	SRR5871996	KY986646	North America		2015-XX-XX	2017-06-18	2022-05-06	15611	Homo sapiens			SAMN07309622	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	USA	USA		Greninger et al.
LC050829	LC050829.1	GenBank		LC050829	Asia	Fukuyama	2014-09-25	2015-11-03	2020-12-19	305	Homo sapiens				Sugai,K.,Tsukagoshi,H.,Fujiwara,K.,Kodera,A.,Kimura,N.,Tsuchimoto,K.,Sekimoto,K.,Kitada,K.,Nojima,I.,Takahashi,N.,Araki,T.,Fujii,Y.,Miyaji,Y.,Ikeda,M.,Kozawa,K.,Noda,M.,Kuroda,M.,Kimua,H.,Ikda,M.,Kimura,H.	Health Science; 378 Kamioki, Maebashi, Gunma 371-0052	Japan	Japan	Hiroshima	Sugai et al.
LC486579	LC486579.1	GenBank		LC486579	Asia		2012-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486580	LC486580.1	GenBank		LC486580	Asia		2012-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486581	LC486581.1	GenBank		LC486581	Asia		2012-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486582	LC486582.1	GenBank		LC486582	Asia		2012-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486583	LC486583.1	GenBank		LC486583	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486584	LC486584.1	GenBank		LC486584	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486585	LC486585.1	GenBank		LC486585	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486586	LC486586.1	GenBank		LC486586	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486587	LC486587.1	GenBank		LC486587	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486588	LC486588.1	GenBank		LC486588	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486589	LC486589.1	GenBank		LC486589	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486590	LC486590.1	GenBank		LC486590	Asia		2014-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486591	LC486591.1	GenBank		LC486591	Asia		2016-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486592	LC486592.1	GenBank		LC486592	Asia		2016-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486593	LC486593.1	GenBank		LC486593	Asia		2016-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486594	LC486594.1	GenBank		LC486594	Asia		2017-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486595	LC486595.1	GenBank		LC486595	Asia		2017-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486596	LC486596.1	GenBank		LC486596	Asia		2017-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486597	LC486597.1	GenBank		LC486597	Asia		2017-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486598	LC486598.1	GenBank		LC486598	Asia		2017-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC486599	LC486599.1	GenBank		LC486599	Asia		2017-XX-XX	2020-01-21	2020-12-19	907	Homo sapiens				Kaburagi,Y.,Ueno,H.,Kaetsu,A.,Tomari,K.,Kikuchi,K.,Kobori,S.,Miyazaki,M.,Nakada,T.,Sakurai,H.	Health Science Division; 7-5-12 Suzuya, Saitama, Saitama 338-0013	Japan	Japan	Saitama	Kaburagi et al.
LC654458	LC654458.1	GenBank		NIID_56606_2_2019	North America		2016-11-25	2021-10-21	2022-03-29	15584	Homo sapiens				Shirato,K.,Tomita,Y.,Katoh,H.,Yamada,S.,Fukushi,S.,Matsuyama,S.,Takeda,M.,Kakizaki,M.,Kawase,M.	Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 2080011	Japan	USA		Shirato et al.
LC720866	LC720866.1	GenBank		PIV2_Fukushima_O739_2019	Asia		2019-XX-XX	2022-07-30	2022-07-30	15627	Homo sapiens				Shirato,K.,Kume,Y.,Suwa,R.,Kawase,M.,Ono,T.,Chishiki,M.,Okabe,H.,Norito,S.,Sato,M.,Sakuma,H.,Suzuki,S.,Hosoya,M.,Takeda,M.,Hashimoto,K.	Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011	Japan	Japan	Fukushima	Shirato et al.
LC720867	LC720867.1	GenBank		PIV2_Fukushima_O78_2018	Asia		2018-XX-XX	2022-07-30	2022-07-30	15642	Homo sapiens				Shirato,K.,Kume,Y.,Suwa,R.,Kawase,M.,Ono,T.,Chishiki,M.,Okabe,H.,Norito,S.,Sato,M.,Sakuma,H.,Suzuki,S.,Hosoya,M.,Takeda,M.,Hashimoto,K.	Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011	Japan	Japan	Fukushima	Shirato et al.
LC720870	LC720870.1	GenBank		PIV2_Fukushima_OR331_2021	Asia		2021-XX-XX	2022-07-30	2022-07-30	15644	Homo sapiens				Shirato,K.,Kume,Y.,Suwa,R.,Kawase,M.,Ono,T.,Chishiki,M.,Okabe,H.,Norito,S.,Sato,M.,Sakuma,H.,Suzuki,S.,Hosoya,M.,Takeda,M.,Hashimoto,K.	Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011	Japan	Japan	Fukushima	Shirato et al.
LQ465661	LQ465661.1	GenBank		LQ465661			XXXX-XX-XX	2016-10-06	2016-10-06	14					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465662	LQ465662.1	GenBank		LQ465662			XXXX-XX-XX	2016-10-06	2016-10-06	14					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465663	LQ465663.1	GenBank		LQ465663			XXXX-XX-XX	2016-10-06	2016-10-06	17					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465664	LQ465664.1	GenBank		LQ465664			XXXX-XX-XX	2016-10-06	2016-10-06	14					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465665	LQ465665.1	GenBank		LQ465665			XXXX-XX-XX	2016-10-06	2016-10-06	12					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465666	LQ465666.1	GenBank		LQ465666			XXXX-XX-XX	2016-10-06	2016-10-06	15					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465667	LQ465667.1	GenBank		LQ465667			XXXX-XX-XX	2016-10-06	2016-10-06	12					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465668	LQ465668.1	GenBank		LQ465668			XXXX-XX-XX	2016-10-06	2016-10-06	14					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465669	LQ465669.1	GenBank		LQ465669			XXXX-XX-XX	2016-10-06	2016-10-06	12					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465670	LQ465670.1	GenBank		LQ465670			XXXX-XX-XX	2016-10-06	2016-10-06	14					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465671	LQ465671.1	GenBank		LQ465671			XXXX-XX-XX	2016-10-06	2016-10-06	8					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465672	LQ465672.1	GenBank		LQ465672			XXXX-XX-XX	2016-10-06	2016-10-06	13					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465713	LQ465713.1	GenBank		LQ465713			XXXX-XX-XX	2016-10-06	2016-10-06	46					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465714	LQ465714.1	GenBank		LQ465714			XXXX-XX-XX	2016-10-06	2016-10-06	28					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465715	LQ465715.1	GenBank		LQ465715			XXXX-XX-XX	2016-10-06	2016-10-06	8					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ465716	LQ465716.1	GenBank		LQ465716			XXXX-XX-XX	2016-10-06	2016-10-06	42					COLLINS,P.,LIANG,B.,MUNIR,S.,NUTT,A.S.,BUCHHOLZ,U.,MACKOW,N.,KWONG,P.,GRAHAM,B.,MCLELLAN,J.					COLLINS et al.
LQ903765	LQ903765.1	GenBank		LQ903765			XXXX-XX-XX	2018-10-11	2018-10-11	500					MAJLESSI,M.,DOUGLASS,P.,KOLK,D.					MAJLESSI et al.
M37748	M37748.1	GenBank		M37748			XXXX-XX-XX	1993-08-02	1990-08-17	1380					Southern,J.A.,Precious,B.,Randall,R.E.					Southern et al.
M37751	M37751.1	GenBank		M37751			XXXX-XX-XX	1993-08-02	1991-01-08	1446					Ohgimoto,S.,Bando,H.,Kawano,M.,Okamoto,K.,Kondo,K.,Tsurudome,M.,Nishio,M.,Ito,Y.					Ohgimoto et al.
M55320	M55320.1	GenBank		M55320			XXXX-XX-XX	1993-08-02	1991-01-30	1913					Yuasa,T.,Bando,H.,Kawano,M.,Tsurudome,M.,Nishio,M.,Kondo,K.,Komada,H.,Ito,Y.					Yuasa et al.
M55698	M55698.1	GenBank		M55698			XXXX-XX-XX	1993-08-02	1991-02-11	1882					Kawano,M.,Bando,H.,Ohgimoto,S.,Kondo,K.,Tsurudome,M.,Nishio,M.,Ito,Y.					Kawano et al.
M60182	M60182.1	GenBank		M60182			XXXX-XX-XX	1993-08-02	1991-01-16	2030					Hu,X.L.,Compans,R.W.,Matsuoka,Y.,Ray,R.					Hu et al.
M62734	M62734.1	GenBank		M62734			XXXX-XX-XX	1993-08-02	1991-04-03	1370					Kawano,M.,Bando,H.,Ohgimoto,S.,Okamoto,K.,Kondo,K.,Tsurudome,M.,Nishio,M.,Ito,Y.					Kawano et al.
MB015847	MB015847.1	GenBank		MB015847			XXXX-XX-XX	2019-07-31	2019-07-31	14					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015848	MB015848.1	GenBank		MB015848			XXXX-XX-XX	2019-07-31	2019-07-31	14					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015849	MB015849.1	GenBank		MB015849			XXXX-XX-XX	2019-07-31	2019-07-31	17					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015850	MB015850.1	GenBank		MB015850			XXXX-XX-XX	2019-07-31	2019-07-31	14					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015851	MB015851.1	GenBank		MB015851			XXXX-XX-XX	2019-07-31	2019-07-31	12					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015852	MB015852.1	GenBank		MB015852			XXXX-XX-XX	2019-07-31	2019-07-31	15					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
MB015853	MB015853.1	GenBank		MB015853			XXXX-XX-XX	2019-07-31	2019-07-31	12					Mclellan,J.,Graham,B.,Kwong,P.,Mackow,N.,Buchholz,U.,Nutt,A.S.,Munir,S.,Liang,B.,Collins,P.					Mclellan et al.
