accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage
MN630531	MN630531.1	GenBank		KEN/JUN010/2016	Africa		2016-06-20	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8217	24733	27585	0.09281670895959399
MN630532	MN630532.1	GenBank		KEN/KCH011/2015	Africa		2015-12-03	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630533	MN630533.1	GenBank		KEN/KCH012/2016	Africa		2016-06-29	2020-06-21	2020-06-21	2853	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8328	24730	27585	0.09291430802264299
MN630534	MN630534.1	GenBank		KEN/MAT013/2016	Africa		2016-03-08	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8205	24733	27585	0.09281670895959399
MN630535	MN630535.1	GenBank		KEN/MAT014/2016	Africa		2016-03-14	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630536	MN630536.1	GenBank		KEN/MAT015/2016	Africa		2016-03-24	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8229	24733	27585	0.09281670895959399
MN630537	MN630537.1	GenBank		KEN/MAT016/2016	Africa		2016-04-29	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8209	24733	27585	0.09281670895959399
MN630538	MN630538.1	GenBank		KEN/MAT017/2016	Africa		2016-06-06	2020-06-21	2020-06-21	2853	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8320	24730	27585	0.09291430802264299
MN630539	MN630539.1	GenBank		KEN/MAT018/2016	Africa		2016-06-06	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8209	24733	27585	0.09281670895959399
MN630540	MN630540.1	GenBank		KEN/MAT019/2016	Africa		2016-06-16	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8225	24733	27585	0.09281670895959399
MN630541	MN630541.1	GenBank		KEN/MAV020/2016	Africa		2016-04-27	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630542	MN630542.1	GenBank		KEN/MAV021/2016	Africa		2016-04-27	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630543	MN630543.1	GenBank		KEN/MAV022/2016	Africa		2016-06-08	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8209	24733	27585	0.09281670895959399
MN630544	MN630544.1	GenBank		KEN/MAV023/2016	Africa		2016-06-14	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8213	24733	27585	0.09281670895959399
MN630545	MN630545.1	GenBank		KEN/MAV024/2016	Africa		2016-06-14	2020-06-21	2020-06-21	2853	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8316	24730	27585	0.09291430802264299
MN630546	MN630546.1	GenBank		KEN/MAV025/2016	Africa		2016-06-14	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8213	24733	27585	0.09281670895959399
MN630547	MN630547.1	GenBank		KEN/MAV026/2016	Africa		2016-06-22	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8213	24733	27585	0.09281670895959399
MN630548	MN630548.1	GenBank		KEN/MTO027/2016	Africa		2016-05-05	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630549	MN630549.1	GenBank		KEN/MTO028/2016	Africa		2016-06-13	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8225	24733	27585	0.09281670895959399
MN630550	MN630550.1	GenBank		KEN/MTO029/2016	Africa		2016-06-27	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8209	24733	27585	0.09281670895959399
MN630551	MN630551.1	GenBank		KEN/MTO030/2016	Africa		2016-06-27	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8213	24733	27585	0.09281670895959399
MN630552	MN630552.1	GenBank		KEN/NGE031/2016	Africa		2016-04-28	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8229	24733	27585	0.09281670895959399
MN630553	MN630553.1	GenBank		KEN/NGE032/2016	Africa		2016-05-06	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8209	24733	27585	0.09281670895959399
MN630554	MN630554.1	GenBank		KEN/NGE033/2016	Africa		2016-05-19	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630555	MN630555.1	GenBank		KEN/NGE034/2016	Africa		2016-06-03	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8217	24733	27585	0.09281670895959399
MN630556	MN630556.1	GenBank		KEN/NGE035/2016	Africa		2016-06-16	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8209	24733	27585	0.09281670895959399
MN630557	MN630557.1	GenBank		KEN/NGE036/2016	Africa		2016-06-16	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8213	24733	27585	0.09281670895959399
MN630558	MN630558.1	GenBank		KEN/SOK037/2016	Africa		2016-06-09	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		525625	bad	8213	24733	27585	0.09281670895959399
MN630559	MN630559.1	GenBank		KEN/SOK038/2016	Africa		2016-06-13	2020-06-21	2020-06-21	2853	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8328	24730	27585	0.09291430802264299
MN630560	MN630560.1	GenBank		KEN/SOK039/2016	Africa		2016-06-21	2020-06-21	2020-06-21	2853	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8328	24730	27585	0.09291430802264299
MN630561	MN630561.1	GenBank		KEN/SOK040/2016	Africa		2016-06-21	2020-06-21	2020-06-21	2835	Homo sapiens				Abidha,C.A.,Nyiro,J.,Kamau,E.,Abdullahi,O.,Nokes,D.J.,Agoti,C.N.,Kamau,E.M.	Kenya Medical Research Institute Wellcome Trust Research Programme, Epidemiology and Demography	Kenya	Kenya	Kilifi	Abidha et al.		532900	bad	8209	24733	27585	0.09281670895959399
MT063811	MT063811.1	GenBank		PREDICT_JOAB0397	Asia		2017-08-04	2022-05-29	2022-05-29	289	Rhinolophus sp.		feces			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Jordan		?		4225	bad	771	18344	18632	0.009402043073719826
MT063812	MT063812.1	GenBank		PREDICT_JOAH0246	Asia		2017-12-30	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Jordan		?		4225	bad	851	18344	18632	0.009402043073719826
MT063933	MT063933.1	GenBank		PREDICT_JOAH0248	Asia		2017-12-30	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Jordan		?		4225	bad	851	18344	18632	0.009402043073719826
MT063934	MT063934.1	GenBank		PREDICT_JOAH0566	Asia		2018-03-28	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Jordan		?		4225	bad	855	18344	18632	0.009402043073719826
MT063935	MT063935.1	GenBank		PREDICT_JOAH0580	Asia		2018-03-28	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Jordan		?		4225	bad	851	18344	18632	0.009402043073719826
MT063936	MT063936.1	GenBank		PREDICT_JOAH0632	Asia		2018-04-01	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Jordan		?		4225	bad	855	18344	18632	0.009402043073719826
MT064016	MT064016.1	GenBank		PREDICT_CMAH81045	Africa		2018-01-08	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Cameroon		?		4225	bad	859	18344	18632	0.009402043073719826
MT064046	MT064046.1	GenBank		PREDICT_TZBH0040	Africa		2017-07-03	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Tanzania		?		4225	bad	859	18344	18632	0.009402043073719826
MT064054	MT064054.1	GenBank		PREDICT_SNAH0001	Africa		2017-05-31	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Senegal		?		4225	bad	855	18344	18632	0.009402043073719826
MT064055	MT064055.1	GenBank		PREDICT_SNAH0001	Africa		2017-05-31	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Senegal		?		4225	bad	859	18344	18632	0.009402043073719826
MT064056	MT064056.1	GenBank		PREDICT_SNAH0123	Africa		2017-11-21	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Senegal		?		4225	bad	855	18344	18632	0.009402043073719826
MT064072	MT064072.1	GenBank		PREDICT_TZAH1081	Africa		2018-08-18	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Tanzania		?		4225	bad	859	18344	18632	0.009402043073719826
MT064075	MT064075.1	GenBank		PREDICT_GHBH882698	Africa		2017-12-18	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?		4225	bad	855	18344	18632	0.009402043073719826
MT064220	MT064220.1	GenBank		PREDICT_GHBH233661	Africa		2017-12-15	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?		4225	bad	859	18344	18632	0.009402043073719826
MT064222	MT064222.1	GenBank		PREDICT_ETAH0107	Africa		2018-08-08	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ethiopia		?		4225	bad	859	18344	18632	0.009402043073719826
MT064223	MT064223.1	GenBank		PREDICT_ETAH0145	Africa		2018-10-04	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ethiopia		?		4225	bad	855	18344	18632	0.009402043073719826
MT064700	MT064700.1	GenBank		PREDICT_BDAH0021	Asia		2017-10-23	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		4225	bad	859	18344	18632	0.009402043073719826
MT064747	MT064747.1	GenBank		PREDICT_BDAH0516	Asia		2018-04-02	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		4225	bad	859	18344	18632	0.009402043073719826
MT064754	MT064754.1	GenBank		PREDICT_BDAH0547	Asia		2018-04-05	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		4225	bad	855	18344	18632	0.009402043073719826
MT064803	MT064803.1	GenBank		PREDICT_IDAH0342	Asia		2018-10-29	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Indonesia		?		4225	bad	859	18344	18632	0.009402043073719826
MT064808	MT064808.1	GenBank		PREDICT_BDAH1188	Asia		2019-01-15	2022-05-29	2022-05-29	289	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		4225	bad	859	18344	18632	0.009402043073719826
MT064832	MT064832.1	GenBank		PREDICT_THAH18145	Asia		2018-02-04	2022-05-29	2022-05-29	290	Homo sapiens		feces			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Thailand		?		4225	bad	862	18344	18633	0.009434576094736156
MT082119	MT082119.1	GenBank		PREDICT_TZBH0072	Africa		2017-08-05	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Tanzania		?		12100	bad	1171	15173	15565	0.01278547725941831
MT082120	MT082120.1	GenBank		PREDICT_TZBH0040	Africa		2017-07-03	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Tanzania		?		12100	bad	1171	15173	15565	0.01278547725941831
MT082162	MT082162.1	GenBank		PREDICT_SNAH0001	Africa		2017-05-31	2022-05-29	2022-05-29	288	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Senegal		?		7225	bad	864	15278	15565	0.009369510052703494
MT082163	MT082163.1	GenBank		PREDICT_SNAH0001	Africa		2017-05-31	2022-05-29	2022-05-29	387	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Senegal		?		12100	bad	1149	15179	15565	0.01259027913332032
MT082164	MT082164.1	GenBank		PREDICT_SNAH0123	Africa		2017-11-21	2022-05-29	2022-05-29	387	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Senegal		?		12100	bad	1153	15179	15565	0.01259027913332032
MT082172	MT082172.1	GenBank		PREDICT_TZAH1081	Africa		2018-08-18	2022-05-29	2022-05-29	387	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Tanzania		?		12100	bad	1157	15179	15565	0.01259027913332032
MT082176	MT082176.1	GenBank		PREDICT_GHBH942379	Africa		2018-06-18	2022-05-29	2022-05-29	387	Homo sapiens		feces			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?		12100	bad	1153	15179	15565	0.01259027913332032
MT082177	MT082177.1	GenBank		PREDICT_GHBH882698	Africa		2017-12-18	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?		12100	bad	1175	15173	15565	0.01278547725941831
MT082205	MT082205.1	GenBank		PREDICT_GHBH776278	Africa		2018-11-06	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?		12100	bad	1171	15173	15565	0.01278547725941831
MT082207	MT082207.1	GenBank		PREDICT_GHBH233661	Africa		2017-12-15	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ghana		?		12100	bad	1175	15173	15565	0.01278547725941831
MT082295	MT082295.1	GenBank		PREDICT_ETAH0107	Africa		2018-08-08	2022-05-29	2022-05-29	387	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ethiopia		?		12100	bad	1149	15179	15565	0.01259027913332032
MT082296	MT082296.1	GenBank		PREDICT_ETAH0145	Africa		2018-10-04	2022-05-29	2022-05-29	387	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Ethiopia		?		12100.444444	bad	1157	15179	15565	0.012557746112303989
MT083370	MT083370.1	GenBank		PREDICT_BDAH0395	Asia		2018-03-13	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		11025	bad	1171	15173	15565	0.01278547725941831
MT083371	MT083371.1	GenBank		PREDICT_BDAH0397	Asia		2018-03-13	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		12100	bad	1175	15173	15565	0.01278547725941831
MT083374	MT083374.1	GenBank		PREDICT_BDAH0516	Asia		2018-04-02	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		12100	bad	1175	15173	15565	0.01278547725941831
MT083376	MT083376.1	GenBank		PREDICT_BDAH0547	Asia		2018-04-05	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		12100	bad	1175	15173	15565	0.01278547725941831
MT083433	MT083433.1	GenBank		PREDICT_BDAH1177	Asia		2019-01-26	2022-05-29	2022-05-29	393	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		12100	bad	1175	15173	15565	0.01278547725941831
MT083434	MT083434.1	GenBank		PREDICT_BDAH1188	Asia		2019-01-15	2022-05-29	2022-05-29	338	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Bangladesh		?		10000	bad	1014	15228	15565	0.010996161103520074
MT083553	MT083553.1	GenBank		PREDICT_THAH18145	Asia		2018-02-04	2022-05-29	2022-05-29	387	Homo sapiens		oronasopharynx			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Thailand		?		12100	bad	1157	15179	15565	0.01259027913332032
MT083554	MT083554.1	GenBank		PREDICT_THAH18145	Asia		2018-02-04	2022-05-29	2022-05-29	387	Homo sapiens		feces			University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine	USA	Thailand		?		12100	bad	1157	15179	15565	0.01259027913332032
MT118667	MT118667.1	GenBank		MT118667	North America		2017-XX-XX	2021-02-03	2021-02-03	30733	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.		104244116	bad	90613	2	30738	0.9999674669789836
MT118668	MT118668.1	GenBank		MT118668	North America		2018-XX-XX	2021-02-03	2021-02-03	30717	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.		104244104	bad	90770	5	30733	0.999707202810853
MT118671	MT118671.1	GenBank		MT118671	North America		2018-XX-XX	2021-02-03	2021-02-03	30692	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.		104040036	bad	90584	40	30732	0.9985360140542651
MT118672	MT118672.1	GenBank		MT118672	North America		2018-XX-XX	2021-02-03	2021-02-03	30643	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.		104040036	bad	90437	89	30732	0.9969418960244648
MT118673	MT118673.1	GenBank		MT118673	North America		2018-XX-XX	2021-02-03	2021-02-03	30701	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.		104652916	bad	90553	5	30717	0.9991866744745918
MT118678	MT118678.1	GenBank		MT118678	North America		2018-XX-XX	2021-02-03	2021-02-03	30737	Homo sapiens				Addetia,A.,Greninger,A.L.	University of Washington, UW Virology	USA	USA		Addetia et al.		104652916	bad	90617	2	30738	0.9999674669789836
